dev,cosine_similarity
ruben2020,0.56
robrix,0.55
tenbits,0.48
aaronfranke,0.46
Aaron1011,0.46
abuiles,0.46
alaingilbert,0.46
abahgat,0.46
hoosierEE,0.46
amiralies,0.46
