dev,cosine_similarity
stof,0.55
deadfoxygrandpa,0.47
nishtahir,0.46
azjezz,0.46
alexlouden,0.45
rkoeninger,0.44
robrix,0.44
tobiasvl,0.44
ianamason,0.43
apennebaker-ni,0.41
