dev,cosine_similarity
ad-si,1.05
couchand,1.05
arthurvr,1.04
ChimeraCoder,1.04
jeabakker,1.04
juliangehring,1.04
rdbatch02,1.04
ppwwyyxx,1.04
Madsn,0.83
albertlyu,0.83
