dev,cosine_similarity
chezwicker,0.43
aroben,0.31
seanupton,0.3
adityam,0.3
akashivskyy,0.3
zzet,0.3
ognevsky,0.3
rognierbenoit,0.3
briandela,0.3
Sharpie,0.3
