dev,cosine_similarity
afeld,0.57
SimenB,0.5
aaronpuchert,0.43
peol,0.41
joshaber,0.4
aaronfranke,0.4
Aaron1011,0.4
abuiles,0.4
alaingilbert,0.4
abahgat,0.4
