dev,cosine_similarity
DennisMcWherter,0.6
greystate,0.59
DHowett,0.57
akissinger,0.57
aaronfranke,0.53
Aaron1011,0.53
abuiles,0.53
alaingilbert,0.53
abahgat,0.53
hoosierEE,0.53
