dev,cosine_similarity
tobiasvl,0.44
ellemenno,0.42
ruben2020,0.38
stof,0.37
sylveon,0.36
hipikat,0.33
a0viedo,0.33
deviantintegral,0.33
aaronfranke,0.32
Aaron1011,0.32
