dev,cosine_similarity
bkeepers,0.58
pchaigno,0.43
arfon,0.36
vmg,0.34
williamd1k0,0.32
tarebyte,0.31
fushnisoft,0.3
steinwaywhw,0.3
lildude,0.26
c-lipka,0.26
