dev,cosine_similarity
michaelficarra,0.49
rtomayko,0.48
skalnik,0.41
earl,0.36
beckje01,0.36
brianmario,0.32
CyberShadow,0.32
tautologico,0.31
mgdm,0.31
oxan,0.31
