dev,cosine_similarity
kr,0.72
developerinlondon,0.67
tamird,0.63
peol,0.61
upsuper,0.6
joshaber,0.59
aaronpuchert,0.55
CyberShadow,0.44
mgdm,0.43
tiwe-de,0.43
