dev,cosine_similarity
stefan-kolb,0.24
koppor,0.2
tobiasdiez,0.2
matthiasgeiger,0.19
Siedlerchr,0.15
davidemdot,0.15
cmoralesmx,0.11
ms111ds,0.1
steffinstanly,0.08
dependabot[bot],0.07
