dev,cosine_similarity
deadfoxygrandpa,0.6
robrix,0.58
apennebaker-ni,0.55
ianamason,0.55
seanupton,0.53
adityam,0.53
akashivskyy,0.53
zzet,0.53
ognevsky,0.53
rognierbenoit,0.53
