dev,cosine_similarity
aaronfranke,0.73
Aaron1011,0.73
abuiles,0.73
alaingilbert,0.73
abahgat,0.73
hoosierEE,0.73
amiralies,0.73
ankitr,0.73
avdg,0.73
phase,0.72
