dev,cosine_similarity
rick,0.37
DX-MON,0.3
stof,0.24
tobiasvl,0.22
matkoniecz,0.2
horndude77,0.2
kethomassen,0.19
chriskuehl,0.19
eschulte,0.19
deadfoxygrandpa,0.19
