dev,cosine_similarity
steffinstanly,0.74
MisterM13,0.52
illes,0.42
sfo,0.41
ms111ds,0.41
martinacat,0.4
mlep,0.37
dimmonn,0.36
taerim25,0.36
Julien29121998,0.35
