dev,cosine_similarity
calixtus,0.23
steffinstanly,0.21
Siedlerchr,0.21
matthiasgeiger,0.2
tobiasdiez,0.19
stefan-kolb,0.18
burrbull,0.18
davidemdot,0.18
dimmonn,0.17
koppor,0.17
