dev,cosine_similarity
steffinstanly,0.45
MisterM13,0.31
ms111ds,0.25
illes,0.25
sfo,0.24
martinacat,0.24
Ka0o0,0.23
dimmonn,0.22
taerim25,0.21
Julien29121998,0.21
