dev,cosine_similarity
steffinstanly,0.6
ageofadz,0.43
MisterM13,0.42
illes,0.34
sfo,0.33
ms111ds,0.33
martinacat,0.33
dimmonn,0.29
taerim25,0.29
Julien29121998,0.28
