dev,cosine_similarity
aaronfranke,0.66
Aaron1011,0.66
abuiles,0.66
alaingilbert,0.66
abahgat,0.66
hoosierEE,0.66
amiralies,0.66
ankitr,0.66
avdg,0.66
acgetchell,0.65
