dev,cosine_similarity
stefan-kolb,0.24
koppor,0.21
matthiasgeiger,0.18
tobiasdiez,0.18
Siedlerchr,0.16
cmoralesmx,0.14
burrbull,0.11
mlep,0.1
davidemdot,0.1
ageofadz,0.06
