dev,cosine_similarity
tesch1,0.17
c-lipka,0.1
williamd1k0,0.09
Shoelace,0.08
Alhadis,0.06
bkeepers,0.06
arfon,0.05
pchaigno,0.05
larsbrinkhoff,0.05
fushnisoft,0.05
