dev,cosine_similarity
CyberShadow,0.54
earl,0.5
michaelficarra,0.5
rtomayko,0.49
andyli,0.45
pao,0.43
skalnik,0.42
tautologico,0.42
seppestas,0.41
Uberi,0.38
