dev,cosine_similarity
horndude77,0.56
jimhester,0.56
kethomassen,0.55
aseemk,0.55
mislav,0.48
buildersbrewery,0.47
rdeltour,0.47
andyli,0.47
aaronfranke,0.45
Aaron1011,0.45
