dev,cosine_similarity
jimhester,0.88
kethomassen,0.87
aseemk,0.87
horndude77,0.86
mislav,0.76
andyli,0.73
rdeltour,0.72
thestinger,0.63
aaronfranke,0.63
Aaron1011,0.63
