dev,cosine_similarity
peol,1.05
afeld,0.73
developerinlondon,0.68
upsuper,0.64
kr,0.62
liluo,0.6
Flyingmana,0.59
tamird,0.57
aaronpuchert,0.56
reactormonk,0.52
