dev,cosine_similarity
stof,0.46
deadfoxygrandpa,0.4
nishtahir,0.38
robrix,0.38
azjezz,0.38
tobiasvl,0.38
alexlouden,0.37
apennebaker-ni,0.36
rkoeninger,0.36
ianamason,0.36
