dev,cosine_similarity
kethomassen,1.02
jimhester,1.02
aseemk,1.01
mislav,0.89
rdeltour,0.88
andyli,0.87
aaronfranke,0.87
Aaron1011,0.87
abuiles,0.87
alaingilbert,0.87
