dev,cosine_similarity
aaronfranke,1.05
Aaron1011,1.05
abuiles,1.05
alaingilbert,1.05
abahgat,1.05
hoosierEE,1.05
amiralies,1.05
ankitr,1.05
avdg,1.05
jayphelps,1.04
