dev,cosine_similarity
baoshan,1.05
stuartpb,1.05
ad-si,0.79
couchand,0.79
arthurvr,0.77
ChimeraCoder,0.77
jeabakker,0.77
juliangehring,0.77
rdbatch02,0.77
ppwwyyxx,0.77
