dev,cosine_similarity
michaelficarra,0.57
rtomayko,0.56
earl,0.42
beckje01,0.42
horchler,0.41
brianmario,0.37
tautologico,0.36
seppestas,0.35
CyberShadow,0.35
mgdm,0.34
