dev,cosine_similarity
chezwicker,0.22
thomasvandoren,0.18
timjb,0.16
lukaselmer,0.15
chriskuehl,0.14
tnm,0.1
aaronfranke,0.09
Aaron1011,0.09
hipikat,0.09
abuiles,0.09
