dev,cosine_similarity
ellemenno,0.56
greystate,0.52
DennisMcWherter,0.52
DHowett,0.5
akissinger,0.5
aaronfranke,0.46
Aaron1011,0.46
abuiles,0.46
alaingilbert,0.46
abahgat,0.46
