dev,cosine_similarity
aaronfranke,1.08
Aaron1011,1.08
abuiles,1.08
alaingilbert,1.08
abahgat,1.08
hoosierEE,1.08
amiralies,1.08
ankitr,1.08
avdg,1.08
adityam,1.06
