dev,cosine_similarity
aaronfranke,0.27
Aaron1011,0.27
abuiles,0.27
alaingilbert,0.27
abahgat,0.27
hoosierEE,0.27
amiralies,0.27
ankitr,0.27
avdg,0.27
ismailarilik,0.26
