dev,cosine_similarity
rick,0.71
tnm,0.63
lukaselmer,0.45
timjb,0.38
bbarker,0.37
chriskuehl,0.27
computmaxer,0.26
myguidingstar,0.24
arfon,0.23
kashif,0.22
