dev,cosine_similarity
aaronfranke,0.68
Aaron1011,0.68
abuiles,0.68
alaingilbert,0.68
abahgat,0.68
hoosierEE,0.68
amiralies,0.68
ankitr,0.68
avdg,0.68
seanupton,0.67
