dev,cosine_similarity
lukaselmer,0.41
timjb,0.35
aaronfranke,0.35
Aaron1011,0.35
abuiles,0.35
alaingilbert,0.35
abahgat,0.35
hoosierEE,0.35
amiralies,0.35
ankitr,0.35
