dev,cosine_similarity
tesch1,0.45
tarebyte,0.43
meatballhat,0.37
steinwaywhw,0.35
xPaw,0.35
deadfoxygrandpa,0.34
robrix,0.32
apennebaker-ni,0.31
ianamason,0.31
tenbits,0.29
