dev,cosine_similarity
ad-si,1.06
couchand,1.06
ChimeraCoder,1.05
jeabakker,1.05
juliangehring,1.05
rdbatch02,1.05
ppwwyyxx,1.05
archywillhe,1.04
Madsn,0.83
albertlyu,0.83
