dev,cosine_similarity
michaelficarra,0.66
skalnik,0.56
earl,0.49
beckje01,0.49
horchler,0.48
brianmario,0.43
tautologico,0.42
seppestas,0.41
CyberShadow,0.4
mgdm,0.39
