dev,cosine_similarity
jimhester,1.03
horndude77,1.02
aseemk,1.02
mislav,0.9
buildersbrewery,0.87
andyli,0.87
rdeltour,0.86
aaronfranke,0.78
Aaron1011,0.78
abuiles,0.78
