dev,cosine_similarity
jimhester,1.04
kethomassen,1.02
horndude77,1.01
mislav,0.9
buildersbrewery,0.87
andyli,0.86
rdeltour,0.85
thestinger,0.74
aaronfranke,0.74
Aaron1011,0.74
