dev,cosine_similarity
CyberShadow,0.61
andyli,0.51
michaelficarra,0.51
beckje01,0.5
rtomayko,0.49
pao,0.49
tautologico,0.46
seppestas,0.45
Uberi,0.44
thestinger,0.44
