dev,cosine_similarity
tiwe-de,1.05
neersighted,1.05
oxan,1.04
Madsn,1.03
albertlyu,1.03
danijar,1.03
jtbandes,0.85
kr,0.82
ad-si,0.77
couchand,0.77
