dev,cosine_similarity
robrix,0.73
apennebaker-ni,0.7
ianamason,0.7
tenbits,0.64
stof,0.64
lsf37,0.62
keplersj,0.62
aaronfranke,0.62
Aaron1011,0.62
abuiles,0.62
