dev,cosine_similarity
abevoelker,0.62
jaxzin,0.49
jdennes,0.43
andyli,0.4
kr,0.39
mgdm,0.36
tiwe-de,0.36
neersighted,0.36
Madsn,0.35
albertlyu,0.35
