dev,cosine_similarity
stof,0.36
deadfoxygrandpa,0.34
robrix,0.32
apennebaker-ni,0.31
ianamason,0.31
azjezz,0.3
nishtahir,0.29
alexlouden,0.29
aaronpuchert,0.28
lsf37,0.28
