dev,cosine_similarity
robrix,0.64
deadfoxygrandpa,0.62
apennebaker-ni,0.57
ianamason,0.57
tenbits,0.55
aaronfranke,0.53
Aaron1011,0.53
abuiles,0.53
alaingilbert,0.53
abahgat,0.53
