defunkt;2;14;53;15;15;30;7;5;2;5;24;16;43;16;3479;250;0.068
bdewey;3667;1;1.0
michaeljones;3642;1;1.0
rjbs;3634;1;1.0
tekkub;21;87;31;3466;140;0.02857142857142857
dabrahams;3586;1;1.0
nicferrier;3479;1;1.0
rtomayko;185;219;366;2624;771;0.005188067444876783
qmx;3303;1;1.0
technoweenie;4;337;2961;342;0.008771929824561403
schacon;3220;1;1.0
sr;25;3099;26;0.07692307692307693
SamB;3078;1;1.0
schallert;3073;1;1.0
josh;3002;1;1.0
vmg;223;2;151;428;1123;1034;1928;0.0031120331950207467
richo;2950;1;1.0
brianmario;2;2893;3;0.6666666666666666
benburkert;2841;1;1.0
tnm;2720;1;1.0
SamWhited;2575;1;1.0
ymendel;2538;1;1.0
cobyism;63;2413;64;0.03125
jglick;2361;1;1.0
gjtorikian;12;6;121;16;5;6;46;4;15;35;3;7;66;92;35;19;30;2;107;5;15;36;5;34;23;295;1272;1046;0.030592734225621414
mojavelinux;125;313;845;2;729;288;2015;0.002977667493796526
zonyitoo;2300;1;1.0
haileys;2233;2;1.0
ktdreyer;2207;1;1.0
bkeepers;6;5;29;2;3;4;20;5;13;19;21;4;5;90;2;18;3;32;9;39;25;47;4;53;4;64;12;1640;545;0.062385321100917435
jezdez;2184;1;1.0
wallyqs;5;49;6;73;56;13;1965;203;0.034482758620689655
theory;120;2;11;2;3;2165;140;0.05
tokibito;2150;1;1.0
pozorvlak;2140;1;1.0
flying-sheep;2139;1;1.0
monperrus;2084;1;1.0
leandro-lucarella-sociomantic;2059;1;1.0
felixphew;2056;1;1.0
george2;2046;1;1.0
whym;2044;1;1.0
nsajko;2040;1;1.0
Razer6;1994;2;1.0
pchaigno;74;303;1610;378;0.007936507936507936
dometto;4;5;122;803;890;133;1827;0.004378762999452655
bartkamphorst;12;2;2;197;1752;215;0.027906976744186046
moskvax;1945;1;1.0
philipliberato;1847;1;1.0
davidenglishmusic;1827;1;1.0
himynameismartin;1719;1;1.0
pmaupin;1664;1;1.0
kakwa;73;1569;74;0.02702702702702703
moreati;1596;1;1.0
oklas;349;1035;350;0.005714285714285714
brodock;13;1226;14;0.14285714285714285
ericsnowcurrently;1197;1;1.0
strixaluco;1178;1;1.0
hcpl;1170;1;1.0
mitya57;1119;1;1.0
jesperronn;77;961;78;0.02564102564102564
cakoose;1034;1;1.0
Grinnz;1029;1;1.0
PikachuEXE;1024;1;1.0
bgamari;1228;1;1.0
jpuck;948;1;1.0
tony;916;1;1.0
tnir;914;2;1.0
kivikakk;69;56;15;49;150;100;7;4;19;34;2;3;69;37;34;16;237;668;0.029940119760479042
rendaw;869;1;1.0
safinaskar;838;1;1.0
pjbollinger;815;1;1.0
rmrgh;803;1;1.0
jsoref;796;1;1.0
mistydemeo;779;1;1.0
kiwiroy;778;1;1.0
MikeMcQuaid;698;1;1.0
JJ;674;1;1.0
pali;573;1;1.0
lee-dohm;505;2;1.0
jinhucheung;136;253;138;0.021739130434782608
maloucaze;238;1;1.0
