dev,cosine_similarity
matthiasgeiger,0.37
koppor,0.29
tobiasdiez,0.29
Siedlerchr,0.28
stefan-kolb,0.27
Ka0o0,0.21
mlep,0.21
davidemdot,0.2
calixtus,0.19
MisterM13,0.13
