dev,cosine_similarity
burrbull,0.26
calixtus,0.19
matthiasgeiger,0.18
carlg0ransson,0.17
mlep,0.17
Siedlerchr,0.16
stefan-kolb,0.14
davidemdot,0.14
koppor,0.13
tobiasdiez,0.13
