dev,cosine_similarity
steffinstanly,0.35
dawidowoc,0.31
MisterM13,0.25
carlg0ransson,0.24
illes,0.2
mmihuu,0.2
sfo,0.19
Ka0o0,0.19
ms111ds,0.19
martinacat,0.19
