dev,cosine_similarity
cmoralesmx,0.49
mlep,0.25
stefan-kolb,0.07
koppor,0.06
matthiasgeiger,0.05
tobiasdiez,0.05
calixtus,0.03
Siedlerchr,0.02
davidemdot,0.02
PointOfNilReturn,0
