dev,cosine_similarity
mlep,0.25
stefan-kolb,0.06
koppor,0.05
matthiasgeiger,0.04
tobiasdiez,0.04
Siedlerchr,0.01
PointOfNilReturn,0
dependabot[bot],0
deisi,0
parammittal16,0
