dev,cosine_similarity
carlg0ransson,0.23
rodps,0.22
davidemdot,0.12
dawidowoc,0.1
mmihuu,0.1
Siedlerchr,0.09
calixtus,0.08
Ka0o0,0.08
tobiasdiez,0.07
stefan-kolb,0.06
