dev,cosine_similarity
steffinstanly,0.31
MisterM13,0.22
sfo,0.17
ms111ds,0.17
illes,0.17
martinacat,0.17
dimmonn,0.15
taerim25,0.15
Julien29121998,0.14
ageofadz,0.11
