dev,cosine_similarity
steffinstanly,0.42
MisterM13,0.3
illes,0.24
sfo,0.23
ms111ds,0.23
martinacat,0.23
dimmonn,0.2
taerim25,0.2
Ka0o0,0.2
Julien29121998,0.2
