dev,cosine_similarity
cs464osu,0.2
AyushBherwani1998,0.2
burrbull,0.2
kydojo,0.2
andyjcollins,0.2
matthiasgeiger,0.19
calixtus,0.18
Siedlerchr,0.17
davidemdot,0.17
stefan-kolb,0.16
