dev,cosine_similarity
vpbhargav,0.21
michel-kraemer,0.14
Siedlerchr,0.12
dependabot-preview[bot],0.12
tobiasdiez,0.11
siordache,0.11
UltimaBGD,0.11
dependabot[bot],0.1
dimmonn,0.1
koppor,0.08
