dev,cosine_similarity
burrbull,0.23
matthiasgeiger,0.21
calixtus,0.19
mlep,0.19
stefan-kolb,0.17
Siedlerchr,0.16
carlg0ransson,0.15
koppor,0.15
tobiasdiez,0.15
davidemdot,0.14
