dev,cosine_similarity
steffinstanly,0.7
MisterM13,0.49
illes,0.39
sfo,0.38
ms111ds,0.38
martinacat,0.37
dimmonn,0.33
taerim25,0.33
Ka0o0,0.33
Julien29121998,0.33
