dev,cosine_similarity
matthiasgeiger,0.68
tobiasdiez,0.62
stefan-kolb,0.61
koppor,0.59
Siedlerchr,0.49
davidemdot,0.31
calixtus,0.17
Ka0o0,0.15
mlep,0.14
b0n541,0.11
