dev,cosine_similarity
stefan-kolb,0.09
matthiasgeiger,0.09
tobiasdiez,0.09
Siedlerchr,0.07
koppor,0.07
PointOfNilReturn,0
dependabot[bot],0
deisi,0
parammittal16,0
steffinstanly,0
