dev,cosine_similarity
steffinstanly,0.74
MisterM13,0.52
illes,0.42
ms111ds,0.41
sfo,0.4
martinacat,0.4
Ka0o0,0.38
dimmonn,0.36
taerim25,0.35
Julien29121998,0.35
